tis_plaza_id,plaza_name,operator_from_tis,project_type,latitude,longitude,car_single,lcv_single,bus_single,truck_3axle_single,hcm_eme_single,oversized_7plus_single
4,Thakurtola (End of Durg Bypass),M/s Ashoka Highways Durg Ltd,BOT (Toll),21.117914,81.122298,95,165,335,535,535,535
6,Hirebagewadi,M/s Ashoka Belgaum Dharwad Tollway Ltd,BOT (Toll),15.76311,74.64785,110,175,365,575,575,700
7,Durg Bypass (Dhamdanaka),Ms Durg Shivnath Expressways Pvt Ltd.,BOT (Toll),21.214518,81.287962,70,140,210,,415,
8,Hattargi,Ms Sahakar Global Ltd.,Public Funded,16.1433,74.51696,30,50,110,120,170,210
9,Kognoli,Ms Ranchor Infra Developers Pvt. Ltd.,Public Funded,16.5422,74.31825,85,135,280,305,440,535
10,Tundla,M/s AE Tollways Pvt Ltd,BOT (Toll),27.218247,78.272821,100,160,335,370,530,645
11,Brahamarakotlu,Sh. Suresh Chandra Agarwal,Public Funded,12.875095,75.003849,30,50,100,110,155,190
12,Cable Stayed Naini Bridge,Bholanath Rajpati Shukla,Public Funded,25.41629,81.861017,25,40,90,95,135,165
13,Bassi,Ashirwad Smart Infralink Pvt. Ltd.,OMT,25.033921,74.817676,85,140,295,325,465,565
14,Aroli,Ashirwad Smart Infralink Pvt. Ltd.,OMT,25.09118,75.199063,75,120,255,275,395,480
15,Dhaneshwar,Ashirwad Smart Infralink Pvt. Ltd.,OMT,25.072621,75.598467,75,120,245,270,385,470
16,Fatehpur,Ms Kalyan Toll Infrastructure Limited,OMT,25.122,76.572806,105,175,360,395,570,690
17,Simliya,Ms Kalyan Toll Infrastructure Limited,OMT,25.170089,76.130552,80,130,275,300,435,530
18,Omallur,M/s M.V.R. Infrstructure And Tollways Pvt Ltd,BOT (Toll),11.72034,78.07338,85,145,290,470,470,470
19,Nathakkarai,M/s SU Toll Road Private Limited,BOT (Toll),11.592809,78.780812,50,90,185,295,295,295
20,Veeracholapuram (West),M/s SU Toll Road Private Limited,BOT (Toll),11.736464,79.010409,50,90,185,295,295,295
21,Palayam (Dharmapuri),M/s L&amp;T Krishnagiri Thopur Toll Road Limited,BOT (Toll),12.00643,78.08042,105,185,365,590,590,590
22,Rasampalayan,M/s NK Toll Road Ltd,BOT (Toll),11.193895,78.103219,50,90,175,285,285,285
23,Nemili (Sriperumbudur),Ms Sahakar Global Ltd.,Public Funded,12.982155,79.968944,50,85,175,190,270,330
24,Joya,Ms Prakash Asphalting and Toll Highways India Ltd.,Public Funded,28.836176,78.420749,40,65,130,145,205,250
25,"Khalghat -MP/Maharashtra Border(Sendhwa, Jamli)",M/s Sew Navayuga Barwani Tollways Pvt Ltd,BOT (Toll),21.75667,75.156824,95,165,335,540,540,540
26,Boothakudi,Kalyan Toll Infrastructure Ltd.,OMT,10.64127,78.581277,95,155,325,355,510,625
27,Chittampatti,Ms Sri Sai Enterprises,OMT,9.989594,78.244086,100,160,335,365,520,635
29,Chalageri,Ms Sri Sai Enterprises,Public Funded,14.556778,75.728025,75,125,260,280,540,495
30,Choundha,M/s Agra-Gwalior Pathways Pvt Ltd,OMT,26.467309,78.010916,80,130,265,290,420,510
31,Brijghat,Sh. Suresh Chandra Agarwal,Public Funded,28.767149,78.110043,55,90,195,210,305,370
34,Usaka ( Chamari),Prakash Asphaltings and Toll Highways(India) Ltd.,Public Funded,26.036608,79.577976,100,165,340,370,535,650
35,Indore Dewas  (Indore Bypass),M/s Indore Dewas Tollways Limited,BOT (Toll),22.822692,75.938208,60,100,210,325,325,395
39,Siwaya,M/s Western Up Tollway Limited,BOT (Toll),29.095601,77.710995,110,190,385,620,620,620
40,Daffi,M/s Soma Isolux Varanasi Aurangabad Tollway Pvt Ltd,BOT (Toll),25.248275,82.994017,75,120,255,395,395,485
41,Mohania,M/s Soma Isolux Varanasi Aurangabad Tollway Pvt Ltd,BOT (Toll),25.19093,83.559544,60,95,195,310,310,375
43,Sasaram,M/s Soma Isolux Varanasi Aurangabad Tollway Pvt Ltd,BOT (Toll),24.957125,83.954997,130,210,435,685,685,835
44,Anantram,M/s Etawah Chakeri Kanpur Highway Pvt Ltd,BOT (Toll),26.594931,79.268034,100,160,340,370,530,645
45,Tendua (Gorakhpur Bypass),M/s Gorakhpur-Kasiya Tollways Pvt Ltd,OMT,26.724015,83.274398,90,150,315,340,490,595
47,Barajore (Bara),M/s Etawah Chakeri Kanpur Highway Pvt Ltd,BOT (Toll),26.386389,80.021485,165,260,530,580,815,1030
48,Bharudi,M/s West Gujarat Expressway Ltd,BOT (Toll),21.805381,70.663976,40,65,130,215,215,215
49,Pithadiya,M/s West Gujarat Expressway Ltd,BOT (Toll),22.082642,70.781004,40,65,130,215,215,215
50,Choryasi,Ms Asphalting and Toll Highways (India) Ltd.,BOT (Toll),21.303367,72.95418,80,140,280,455,455,455
56,Anewadi,M/s PS Toll Road Pvt Ltd,BOT (Toll),17.810312,73.971381,75,125,260,405,405,495
57,Mettupatti,M/s SU Toll Road Private Limited,BOT (Toll),11.66167,78.330768,50,90,185,295,295,295
58,Doddakarenahalli (Neelmangala ),M/s Lanco Devihalli Highawys Ltd,BOT (Toll),13.068175,77.3605999,45,80,160,260,260,
59,Thirumandurai,M/s Trichy Tollway Private Limited,BOT (Toll),11.396808,78.99356,55,100,200,320,320,320
64,Patas,M/s Pune Solapur Expressways Pvt Ltd,BOT (Toll),18.424491,74.466193,85,135,290,450,450,550
66,Thandikhui,Ms Datar Security Service Group,Public Funded,32.607394,74.944346,80,125,265,290,415,510
67,Daroda,Ms Highway and Tandon Tollways,OMT,20.450467,78.755153,100,165,340,375,535,655
68,Samakhiyali,M/s L&amp;T Samakhiyali Gandhidham Tollway Limited,BOT (Toll),23.308555,70.49059,75,125,260,405,405,495
70,Kelapur,Ms Skylark Infra Engineering Pvt. Ltd.,Public Funded,20.019307,78.54022,100,165,340,375,535,655
71,Nandgaon Peth,M/s IRB Talengaon Amravati Tollway,BOT (Toll),20.951008,77.788359,115,180,365,560,560,710
72,Mundiyar,Sh. Suresh Chandra,OMT,25.208647,77.136059,100,160,335,365,525,635
73,Raksha,Ms Prakash Asphalting and Toll Highways(I) Ltd.,OMT,25.461841,78.451052,120,195,415,450,645,790
74,Ramnagar,Rishiraj Singh,OMT,25.278913,77.614165,95,155,320,350,505,615
75,Athur (Tindivanam),Ms Coral Associates,Public Funded,12.346862,79.779856,65,105,220,240,345,425
76,Vanagaram (Chennai Bypass),Ms Inderdeep Construction Co.,Public Funded,13.043526,80.149598,50,80,165,180,260,315
77,Mandawnagar,M/s Ayodhya-Gorakhpur Sms Tolls Pvt Ltd,OMT,26.810525,82.731283,85,140,290,315,455,555
79,Surapattu (Chennai Bypass II),Riddhi Siddhi Associates,Public Funded,13.136678,80.181624,70,110,230,250,360,435
80,Paranur (Chengalpet),Ms Eagle Infra India Ltd.,Public Funded,12.723887,79.981917,60,100,205,225,325,395
82,Nallur,Inderdeep Construction Co.,Public Funded,13.216958,80.169353,70,115,245,265,380,465
85,Eliyarpathi,M/s Madurai Tuticorin Expressway Limited,BOT (Toll),9.78299,78.094492,75,130,260,415,415,415
86,Pudurpandiyapuram,M/s Madurai Tuticorin Expressway Limited,BOT (Toll),8.862935,78.117106,75,130,260,415,415,415
88,Malthone,M/s DPJ-DRA Tollways Pvt Ltd,OMT,24.322069,78.526217,115,185,390,425,615,745
90,Titarpani,M/s DPJ-DRA Tollways Pvt Ltd,OMT,23.233839,79.047247,105,170,355,390,560,680
92,Gurau (Semra Atikabad),M/s AE Tollways Pvt Ltd,BOT (Toll),26.996524,78.777334,105,175,365,395,570,695
95,Jajau (Old Baretha),M/s Agra-Gwalior Pathways Pvt Ltd,OMT,26.931976,77.933397,90,145,300,330,470,575
96,Vaiguntham,M/s Salem Toll Ways Limited,BOT (Toll),11.513282,77.923946,65,115,230,365,365,365
97,Makhel,Ms Ayushajay Construction Pvt. Ltd.,OMT,23.490457,70.942745,125,200,425,460,665,805
98,Vijaymangalmam,M/s Kumarapalayam Toll Ways Limited,BOT (Toll),11.245714,77.519702,60,105,205,330,330,330
99,Bhiladi,Ms Ashirwad Smart Infralink Pvt. Ltd.,OMT,24.143855,71.977168,120,195,405,440,635,775
100,Kumbalam,M/s Kochi Aroor Tollways Pvt Ltd,OMT,9.89525,76.313542,45,70,145,160,225,275
101,Varahi,Ms Highways and Tandon Tollways,OMT,23.791263,71.427652,60,95,200,215,315,380
102,Velanchettiyur,M/s TN(DK) Expressways Limited,BOT (Toll),10.699008,77.932875,95,165,330,530,530,530
103,Krishnagiri(Thopur),M/s Hk Toll Road Pvt Ltd,BOT (Toll),12.544583,78.201132,80,130,275,435,435,525
104,Vikravandi(Villupuram),M/s Ulundurpet Expressways Private Limited,BOT (Toll),12.024441,79.538059,90,155,310,500,500,500
105,Pallikonda,M/s L&amp;T Krishnagiri Walajahpet Tollway Limited,BOT (Toll),12.905829,78.951686,105,165,345,545,545,665
106,Morattandi,M/s Pondicheery Tindivinam Tollway Ltd,BOT (Toll),11.983278,79.78836,45,80,155,250,250,250
107,Vaniyambadi,M/s L&amp;T Krishnagiri Walajahpet Tollway Limited,BOT (Toll),12.648554,78.5833,100,160,335,525,525,640
108,Nanguneri,Sanghvi Cylinders Pvt. Ltd.,Public Funded,8.527035,77.663289,105,165,350,380,545,665
109,Kodairoad,M/s DS Toll Road Limited,BOT (Toll),10.194488,77.909317,65,115,225,365,365,365
110,Ludhawai,M/s Madhucon Agra Jaipur Expressways Ltd,BOT (Toll),27.178509,77.416845,20,40,80,130,130,130
111,Etturvattam,Ms Inderdeep Construction Company,Public Funded,9.385445,77.914347,95,150,320,350,500,610
112,Kappalur,Inderdeep Construction Co.,Public Funded,9.844294,78.011209,95,150,315,345,495,605
113,Salaipudhur,Feedback Highways OMT Pvt. Ltd.,Public Funded,8.975702,77.774608,115,185,390,425,610,745
114,Paliyekkara,M/s Guruvayoor Infrastructure Private Limited,BOT (Toll),10.442868,76.260179,80,140,275,445,445,445
115,Valavanthankottai,M/s Trichy - Thanjavur Expressways Ltd,BOT (Toll),10.744371,78.834044,65,115,230,365,365,365
116,Karbylu (Bellur Cross),M/s Lanco Devihalli Highawys Ltd,BOT (Toll),12.962828,76.765205,45,80,160,260,260,
117,Pudukottai (Vagaikulam),Ms Sri Sai Enterprises,Public Funded,8.755472,78.065264,70,115,240,265,380,460
118,Samayapuram,M/s Trichy Padalur Tollways Private Limited,BOT (Toll),10.92937,78.744056,45,80,165,265,265,265
119,Sengurichi,M/s Trichy Tollway Private Limited,BOT (Toll),11.706434,79.322335,55,100,200,320,320,320
120,Korai,M/s Oriental Pathways (Agra) Pvt Ltd,BOT (Toll),27.114895,77.715981,50,90,180,290,385,290
